movie_id,title,genres,rating,summary
16,Sense and Sensibility (1995),Drama|Romance,4.027544910179641,"A tale of love, heartbreak, and the pursuit of happiness in 19th century England."
17,Four Rooms (1995),Thriller,3.337579617834395,A bellboy's night takes a wild turn as he encounters bizarre guests in four interconnected stories.
18,Ace Ventura: When Nature Calls (1995),Comedy,2.480719794344473,A zany pet detective is called upon to solve the mysterious disappearance of a sacred white bat in Africa.
19,Money Train (1995),Action,2.5375,"A pair of foster brothers, who work as transit cops, plan to rob the money train that carries millions of dollars in New York City."
20,Get Shorty (1995),Action|Comedy|Drama,3.6238938053097347,A smooth-talking mobster turned Hollywood producer finds himself caught in a web of crime and comedy.
21,Copycat (1995),Crime|Drama|Thriller,3.3492063492063493,A brilliant criminal psychologist teams up with a detective to catch a serial killer who is copying infamous murderers.
22,Assassins (1995),Thriller,2.857142857142857,"A professional hitman becomes the target of a younger assassin, leading to a deadly game of cat and mouse."
23,Powder (1995),Drama|Sci-Fi,3.1794871794871793,A mysterious and powerful young man with supernatural abilities challenges societal norms and explores the complexities of human nature.
24,Leaving Las Vegas (1995),Drama|Romance,3.6510204081632653,"A self-destructive alcoholic moves to Las Vegas to drink himself to death, but finds an unexpected connection with a prostitute."
25,Othello (1995),Drama,3.53,"A tale of jealousy, manipulation, and tragic consequences unfolds as a respected general's life unravels due to the deceitful schemes of his ensign."
26,Now and Then (1995),Drama,2.9344262295081966,Four childhood friends reunite as adults and reminisce about their unforgettable summer of 1970.
27,Persuasion (1995),Romance,4.055865921787709,A woman is forced to confront her past when her former lover returns to town.
28,"City of Lost Children, The (1995)",Adventure|Sci-Fi,4.062034739454094,A dark and surreal tale set in a dystopian city where a mad scientist kidnaps children to steal their dreams.
29,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,3.6486486486486487,A young boy becomes entangled in the dangerous world of a Shanghai triad family.
30,Dangerous Minds (1995),Drama,3.1134751773049647,A dedicated teacher transforms the lives of her troubled students through unconventional methods.
31,Twelve Monkeys (1995),Drama|Sci-Fi,3.945731303772336,A time traveler from a post-apocalyptic future is sent back in time to gather information about a deadly virus that has wiped out most of humanity.
32,Babe (1995),Children's|Comedy|Drama,3.8914905768132497,A lovable piglet named Babe defies expectations and becomes a champion sheepherder.
33,Carrington (1995),Drama|Romance,3.3142857142857145,A passionate love story unfolds between a talented painter and a writer in the bohemian art scene of early 20th century England.
34,Dead Man Walking (1995),Drama,3.9579741379310347,"A nun becomes a spiritual advisor to a death row inmate, challenging her own beliefs and the justice system."
35,It Takes Two (1995),Comedy,2.8214285714285716,Two identical girls from different backgrounds switch places and team up to bring their single parents together.
36,Clueless (1995),Comedy|Romance,3.6233480176211454,A fashionable and popular high school student navigates the ups and downs of teenage life in Beverly Hills.
37,"Cry, the Beloved Country (1995)",Drama,3.933333333333333,A heart-wrenching tale of racial injustice and redemption in apartheid-era South Africa.
38,Richard III (1995),Drama|War,3.958677685950413,"A power-hungry and manipulative Richard III schemes his way to the throne, leaving a trail of destruction in his wake."
39,Dead Presidents (1995),Action|Crime|Drama,2.8687782805429864,A Vietnam War veteran turns to a life of crime to support his family in this gritty and intense drama.
40,Restoration (1995),Drama,3.4457831325301207,A brilliant physician's journey of redemption and self-discovery amidst the chaos of 17th century England.
41,Mortal Kombat (1995),Action|Adventure,2.787781350482315,A group of fighters with supernatural abilities must battle against evil forces in a high-stakes tournament.
42,To Die For (1995),Comedy|Drama,3.4246323529411766,"A seductive and manipulative woman stops at nothing to achieve her dream of becoming a famous television personality, even if it means resorting to murder."
43,How to Make an American Quilt (1995),Drama|Romance,3.108433734939759,A young woman learns about love and life while spending the summer with her grandmother and a group of diverse women who are all working on their own unique quilts.
44,Seven (Se7en) (1995),Crime|Thriller,4.106420404573439,A detective and his new partner hunt down a serial killer who uses the seven deadly sins as his motives.
45,Pocahontas (1995),Animation|Children's|Musical|Romance,2.9764397905759163,"A young Native American woman forms a forbidden bond with an English settler, leading to a clash of cultures and a fight for understanding and acceptance."
46,When Night Is Falling (1995),Drama|Romance,3.740740740740741,A passionate love affair between a conservative woman and a free-spirited circus performer challenges societal norms and ignites a journey of self-discovery.
47,"Usual Suspects, The (1995)",Crime|Thriller,4.517106001121705,"A group of criminals with mysterious pasts are brought together for a heist, but things take a dark turn when they become entangled in a web of deception and betrayal."
48,Mighty Aphrodite (1995),Comedy,3.640371229698376,"A man adopts a young boy and becomes obsessed with finding the boy's biological mother, leading him on a comedic and heartfelt journey."
49,Lamerica (1994),Drama,4.75,"A man impersonates a deceased Italian-American businessman to exploit the chaos in Albania after the fall of communism, but his plans take an unexpected turn."
50,"Big Green, The (1995)",Children's|Comedy,2.5609756097560976,A group of misfit kids transform into a formidable soccer team with the help of their new coach.
51,Georgia (1995),Drama,3.066666666666667,A talented musician navigates the highs and lows of her career while struggling with addiction and personal relationships.
52,Kids of the Round Table (1995),Adventure|Children's|Fantasy,2.0,A group of kids embark on a magical adventure to save King Arthur and Camelot from an evil sorceress.
53,Home for the Holidays (1995),Drama,3.404040404040404,"A dysfunctional family reunites for Thanksgiving, leading to hilarious and heartwarming chaos."
54,"Postino, Il (The Postman) (1994)",Drama|Romance,4.093812375249501,"A shy postman befriends the exiled Chilean poet Pablo Neruda, leading to a transformative friendship and a journey of self-discovery."
55,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,2.75,A mysterious confession booth becomes a catalyst for secrets and redemption in a small Quebec town.
56,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,3.212885154061625,"A young boy discovers a magical cupboard that brings his toys to life, leading to an extraordinary adventure."
57,Eye for an Eye (1996),Drama|Thriller,3.0,"A mother seeks revenge after her daughter is brutally assaulted, taking matters into her own hands to ensure justice is served."
58,Mr. Holland's Opus (1995),Drama,3.6968576709796674,"A passionate music teacher's journey unfolds as he navigates through personal and professional challenges, leaving a lasting impact on his students."
59,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,2.855855855855856,A hilarious parody of hood movies that follows a young man's misadventures in South Central Los Angeles.
60,Two if by Sea (1996),Comedy|Romance,2.2658227848101267,"A couple of art thieves try to lay low in a small town, but their plans go awry when their stolen artwork attracts unwanted attention."
61,Bio-Dome (1996),Comedy,2.062937062937063,A pair of dim-witted slackers accidentally get trapped inside a futuristic ecological dome and wreak havoc on the scientists and their experiments.
62,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1.6701030927835052,A group of hackers must stop a power-hungry virtual reality tycoon from taking over the world.
63,French Twist (Gazon maudit) (1995),Comedy|Romance,3.45,A hilarious and unconventional love triangle unfolds when a woman's affair with a female handywoman threatens her marriage.
64,Friday (1995),Comedy,3.6551724137931036,"A hilarious day in the life of two friends, Craig and Smokey, as they navigate through a series of misadventures and encounters in their neighborhood on a Friday."
65,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,3.1564551422319473,A group of criminals and a family find themselves trapped in a strip club filled with bloodthirsty vampires.
66,Fair Game (1995),Action,2.1041666666666665,A woman's life takes a dangerous turn when she becomes the target of a corrupt politician after witnessing a murder.
67,Kicking and Screaming (1995),Comedy|Drama,3.6344086021505375,A group of college graduates struggle to navigate the uncertainties of adulthood and find their place in the world.
68,"Misï¿½rables, Les (1995)",Drama|Musical,3.8169642857142856,"A gripping tale of love, sacrifice, and redemption set against the backdrop of 19th-century France."
69,Bed of Roses (1996),Drama|Romance,2.975,A lonely woman finds unexpected love and healing when she receives anonymous flowers from a mysterious stranger.
70,Big Bully (1996),Comedy|Drama,1.9166666666666667,"A former childhood bully returns to his hometown and faces his old nemesis, leading to unexpected twists and turns."
71,Screamers (1995),Sci-Fi|Thriller,2.853932584269663,A group of soldiers on a distant planet must battle deadly robotic creatures known as screamers.
72,Nico Icon (1995),Documentary,3.764705882352941,"A captivating documentary exploring the life and legacy of the enigmatic singer and fashion icon, Nico."
73,"Crossing Guard, The (1995)",Drama,3.26,A grieving father seeks redemption and revenge after his daughter's tragic death.
74,"Juror, The (1996)",Drama|Thriller,2.6052631578947367,A woman serving on a jury becomes the target of manipulation and intimidation as she tries to uncover the truth in a high-stakes trial.
75,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,3.826923076923077,A young girl's determination to buy a goldfish balloon becomes an adventure through the bustling streets of Tehran.
76,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,3.1626506024096384,"A group of small-time criminals in Denver find themselves caught up in a dangerous game when they are hired to scare a man, leading to unexpected consequences."
77,Antonia's Line (Antonia) (1995),Drama,3.8764044943820224,A strong-willed woman creates a vibrant community of strong and independent women in a small Dutch village.
78,Once Upon a Time... When We Were Colored (1995),Drama,3.696969696969697,"A heartwarming tale of resilience and love, set in the racially divided South during the 1940s."
79,Last Summer in the Hamptons (1995),Comedy|Drama,3.0952380952380953,"A dysfunctional family gathers at their eccentric mother's Hamptons home for a summer of love, laughter, and unexpected revelations."
80,Angels and Insects (1995),Drama|Romance,3.402061855670103,"A Victorian naturalist's life takes an unexpected turn when he becomes entangled in a complex web of love, betrayal, and dark secrets."
81,White Squall (1996),Adventure|Drama,3.3940677966101696,"A group of young boys embark on a life-changing journey aboard a sailing ship, facing the challenges of nature and their own personal growth."
82,Dunston Checks In (1996),Children's|Comedy,2.210526315789474,"A mischievous orangutan wreaks havoc in a luxurious hotel, leading to a series of hilarious and chaotic events."
83,Black Sheep (1996),Comedy,2.9427083333333335,"A man's life takes a hilarious turn when he becomes the unlikely guardian of his brother, who has a peculiar condition that turns him into a destructive force whenever he gets nervous."
84,Nick of Time (1995),Action|Thriller,3.074235807860262,A man is forced to assassinate a politician within 90 minutes to save his daughter's life.
85,"Journey of August King, The (1995)",Drama,3.6666666666666665,A man helps a runaway slave during the 19th century in the American South.
86,Mary Reilly (1996),Drama|Thriller,2.340909090909091,"A maid's loyalty is tested when she becomes entangled in a dangerous relationship with her employer, Dr. Jekyll."
87,Vampire in Brooklyn (1995),Comedy|Romance,2.235955056179775,"A seductive vampire seeks a mate in modern-day Brooklyn, leading to a thrilling battle between good and evil."
88,Beautiful Girls (1996),Drama,3.7252747252747254,"A group of friends reunite in a small town, reflecting on their lives and relationships, ultimately finding beauty in the complexities of adulthood."
89,Broken Arrow (1996),Action|Thriller,2.876175548589342,"A renegade Air Force pilot steals nuclear warheads, leading to a high-stakes chase and a battle to prevent a catastrophic disaster."
90,In the Bleak Midwinter (1995),Comedy,3.923076923076923,"A group of struggling actors come together to put on a Christmas play in a small village, facing challenges and finding hope along the way."
91,"Hate (Haine, La) (1995)",Drama,3.75,A group of young friends from the Parisian suburbs navigate through a day of violence and racial tension.
92,Heidi Fleiss: Hollywood Madam (1995),Documentary,3.46,A revealing documentary about the infamous Hollywood Madam and her scandalous empire.
93,City Hall (1996),Drama|Thriller,3.0625,A gripping political thriller that explores corruption and power struggles within the city government.
94,Bottle Rocket (1996),Comedy,3.869565217391304,A group of aspiring criminals embark on a series of misadventures as they attempt to pull off a heist.
95,Mr. Wrong (1996),Comedy,1.8166666666666667,A woman's life takes a hilarious turn when she falls for a man who turns out to be completely wrong for her.
96,Unforgettable (1996),Thriller,3.212121212121212,A woman's obsession with her ex-husband takes a dark turn when she becomes determined to ruin his new relationship.
97,Happy Gilmore (1996),Comedy,3.526392961876833,"A failed hockey player turns to golf to save his grandmother's house, but his unconventional style and hot temper make him an unexpected sensation on the golf course."
98,"Bridges of Madison County, The (1995)",Drama|Romance,3.2325581395348837,A passionate love affair unfolds when a National Geographic photographer meets a lonely housewife in rural Iowa.
99,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.5833333333333335,A quirky woman navigates through the ups and downs of love and relationships in this offbeat German comedy.
100,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,3.1484375,A young boy and his friends join the Muppets on a hilarious and adventurous journey to find buried treasure on a mysterious island.
101,Catwalk (1995),Documentary,2.857142857142857,A group of supermodels navigate the glamorous and cutthroat world of fashion.
102,Braveheart (1995),Action|Drama|War,4.234957020057307,A Scottish warrior leads a rebellion against English rule in the 13th century.
103,Taxi Driver (1976),Drama|Thriller,4.183870967741935,"A mentally unstable Vietnam War veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
104,Rumble in the Bronx (1995),Action|Adventure|Crime,3.443859649122807,A fearless martial artist from Hong Kong finds himself in the middle of a gang war when he visits his uncle in the Bronx.
105,Before and After (1996),Drama|Mystery,2.981132075471698,A family's life is turned upside down when their son becomes the prime suspect in a murder investigation.
106,Margaret's Museum (1995),Drama,3.090909090909091,A young woman in a mining town struggles to find love and happiness amidst the tragedy and loss that surrounds her.
107,Anne Frank Remembered (1995),Documentary,4.097560975609756,"A poignant and powerful documentary that chronicles the life and legacy of Anne Frank, offering a deeply moving and unforgettable portrayal of her experiences during the Holocaust."
108,"Young Poisoner's Handbook, The (1995)",Crime,3.632911392405063,A disturbed young man's obsession with chemistry leads him down a dark path of poison and murder.
109,If Lucy Fell (1996),Comedy|Romance,3.073529411764706,A quirky romantic comedy about two best friends who make a pact to jump off the Brooklyn Bridge if they don't find love by a certain date.
110,"Steal Big, Steal Little (1995)",Comedy,2.4615384615384617,A man's life is turned upside down when he discovers he has an identical twin brother who is determined to steal his fortune.
111,Race the Sun (1996),Drama,2.6666666666666665,A group of high school students from Hawaii build a solar-powered car and compete in a prestigious race.
112,"Boys of St. Vincent, The (1993)",Drama,4.054054054054054,A dark and gripping drama about the disturbing abuse and cover-up at a Catholic orphanage.
113,Boomerang (1992),Comedy|Romance,2.768041237113402,A charismatic womanizer learns valuable lessons about love and relationships when his own tactics backfire.
114,Chungking Express (1994),Drama|Mystery|Romance,3.869565217391304,A whirlwind of love and chance encounters in the bustling streets of Hong Kong.
115,Flirting With Disaster (1996),Comedy,3.8333333333333335,A man's search for his birth parents turns into a hilarious and chaotic adventure.
116,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,1.9898989898989898,A young boy must save the magical land of Fantasia from an evil sorceress by finding a powerful artifact.
117,Pie in the Sky (1995),Comedy|Romance,3.3076923076923075,A young man's dream of becoming a pilot is tested when he is forced to confront his fear of heights.
118,Frankie Starlight (1995),Drama|Romance,3.0625,"A heartwarming tale of love, loss, and resilience as a young boy navigates the complexities of life."
119,Jade (1995),Thriller,2.4945054945054945,A high-profile attorney becomes entangled in a dangerous web of corruption and murder when he defends a powerful politician's former lover.
120,Down Periscope (1996),Comedy,2.81203007518797,A misfit submarine crew must prove themselves in a high-stakes naval war game.
121,From the Journals of Jean Seberg (1995),Documentary,3.25,A captivating exploration of the life and struggles of actress Jean Seberg through her personal journals.
122,"Neon Bible, The (1995)",Drama,2.5,A young boy navigates the complexities of life in a small Southern town during the 1940s.
123,Up Close and Personal (1996),Drama|Romance,3.1654676258992804,A young woman's dreams of becoming a news anchor are tested when she falls in love with her mentor.
124,"Birdcage, The (1996)",Comedy,3.5498533724340176,A gay couple must pretend to be straight when their son brings his conservative future in-laws to meet them.
125,"Brothers McMullen, The (1995)",Comedy,3.392609699769053,"A heartfelt exploration of love, family, and the complexities of relationships."
126,Bad Boys (1995),Action,3.2955801104972378,Two Miami detectives must put aside their differences and work together to take down a drug lord threatening their city.
127,"Amazing Panda Adventure, The (1995)",Adventure|Children's,2.888888888888889,A young boy embarks on a thrilling adventure in the Chinese wilderness to save a baby panda from poachers.
128,"Basketball Diaries, The (1995)",Drama,3.541436464088398,A talented high school basketball player's life spirals out of control as he falls into a world of drugs and crime.
129,"Awfully Big Adventure, An (1995)",Drama,2.782608695652174,A young girl navigates the complexities of love and theater in a coming-of-age story set in 1940s England.
130,Amateur (1994),Crime|Drama|Thriller,3.7872340425531914,A young basketball prodigy faces challenges on and off the court as he navigates the world of professional sports.
131,Apollo 13 (1995),Drama,4.073541167066347,A thrilling true story of a failed moon mission and the heroic efforts to bring the astronauts back safely.
132,Rob Roy (1995),Drama|Romance|War,3.588447653429603,A Scottish hero fights for justice and honor against a corrupt aristocrat in 18th century Scotland.
133,"Addiction, The (1995)",Horror,3.0,A gripping portrayal of the destructive power of addiction and its impact on relationships.
134,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.642213642213642,A dark knight battles his inner demons while facing off against two iconic villains in Gotham City.
135,Belle de jour (1967),Drama,3.7261904761904763,A young housewife explores her secret desires by working as a high-class prostitute during the day.
136,Beyond Rangoon (1995),Drama|War,3.413793103448276,A woman's journey through Burma becomes a life-changing experience as she witnesses the country's political turmoil and finds herself in the midst of a dangerous revolution.
137,Blue in the Face (1995),Comedy,3.5606060606060606,A quirky and comedic exploration of Brooklyn's diverse characters and their eccentric stories.
138,Canadian Bacon (1994),Comedy|War,2.732620320855615,"A group of Americans, led by their president, create a fictional war with Canada to boost their own economy."
139,Casper (1995),Adventure|Children's,2.9806949806949805,A friendly ghost helps a young girl and her father communicate with the afterlife.
140,Clockers (1995),Drama,3.2844827586206895,A young drug dealer becomes entangled in a murder investigation that forces him to confront the harsh realities of his dangerous lifestyle.
141,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.2389380530973453,"A team of explorers ventures into the heart of the African jungle in search of a lost city and a legendary diamond, but they must overcome dangerous obstacles and a deadly secret."
142,Crimson Tide (1995),Drama|Thriller|War,3.723684210526316,A tense submarine thriller where a power struggle between two commanding officers escalates as they face the possibility of launching nuclear missiles.
143,Crumb (1994),Documentary,4.063136456211812,A captivating documentary exploring the life and art of underground comic book artist Robert Crumb.
144,Desperado (1995),Action|Romance|Thriller,3.4574074074074073,A guitar-playing gunslinger seeks revenge on the drug lord who killed his lover.
145,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.5672823218997363,"A man is hired to find a missing woman, but gets caught up in a web of deceit and corruption in 1940s Los Angeles."
146,Die Hard: With a Vengeance (1995),Action|Thriller,3.561212121212121,A cop and a civilian team up to stop a terrorist's deadly game in New York City.
147,"Doom Generation, The (1995)",Comedy|Drama,2.459016393442623,A dark and twisted journey of three young misfits entangled in a violent and surreal world.
148,Feast of July (1995),Drama,3.6,A woman's life takes a dark turn when she becomes entangled in a web of secrets and revenge in the English countryside.
149,First Knight (1995),Action|Adventure|Drama|Romance,2.9502762430939224,"A tale of love, honor, and betrayal set in the legendary Camelot."
150,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,2.017699115044248,A young boy and his friends embark on a daring mission to save a captive orca and reunite him with his family in the open sea.
151,Hackers (1995),Action|Crime|Thriller,3.146417445482866,A group of young hackers must outsmart an evil corporate villain to save the world from a devastating cyber attack.
152,Jeffrey (1995),Comedy,3.5698924731182795,A gay man in New York City navigates the complexities of love and relationships in this heartfelt and humorous film.
153,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.576419213973799,A futuristic courier with a cybernetic implant must deliver sensitive information before it destroys his mind.
154,Judge Dredd (1995),Action|Adventure|Sci-Fi,2.3085106382978724,"In a dystopian future, a no-nonsense law enforcement officer must clear his name and save the city from a corrupt system."
155,Jury Duty (1995),Comedy,2.308641975308642,"A slacker pretends to be mentally unstable to avoid jury duty, but ends up getting caught up in a high-profile murder trial."
156,Kids (1995),Drama,3.477272727272727,"A group of New York City teenagers navigate the complexities of sex, drugs, and relationships in this raw and gritty coming-of-age drama."
157,Living in Oblivion (1995),Comedy,3.9170731707317072,A chaotic and hilarious behind-the-scenes look at the making of an independent film.
158,Lord of Illusions (1995),Horror,2.7338129496402876,A private detective gets entangled in a dangerous world of magic and illusion when he investigates a cult leader's death.
159,Love & Human Remains (1993),Comedy,3.473684210526316,"A group of friends navigate through love, sex, and the complexities of life in this dark and thought-provoking drama."
160,Mad Love (1995),Drama|Romance,2.2083333333333335,A whirlwind romance takes a dark turn when a young woman becomes dangerously obsessed with her new boyfriend.
161,Mallrats (1995),Comedy,3.5476718403547673,A group of friends navigate their way through a series of misadventures and romantic entanglements at a local shopping mall.
162,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,1.6129032258064515,A group of teenagers with extraordinary powers must save the world from an ancient evil.
163,Moonlight and Valentino (1995),Drama|Romance,3.142857142857143,"A grieving widow finds solace and unexpected connections with her sister and friends as they navigate through love, loss, and healing."
164,Mute Witness (1994),Thriller,3.4827586206896552,A mute special effects artist witnesses a murder and becomes the target of a sadistic killer.
165,"Net, The (1995)",Sci-Fi|Thriller,2.869947275922671,A computer programmer stumbles upon a conspiracy that threatens to unravel the fabric of society.
166,Nine Months (1995),Comedy,2.7630331753554502,"A man's life takes an unexpected turn when his girlfriend becomes pregnant, leading to a hilarious and heartwarming journey of self-discovery and fatherhood."
167,Party Girl (1995),Comedy,3.238095238095238,A free-spirited librarian turned party girl navigates the vibrant nightlife of New York City in this charming and witty comedy.
168,"Prophecy, The (1995)",Horror,3.221052631578947,A group of scientists and a Native American shaman must stop a monstrous bear from wreaking havoc on a small town.
169,Safe (1995),Thriller,3.75,A woman's life takes a dark turn when she becomes mysteriously allergic to her environment.
170,"Scarlet Letter, The (1995)",Drama,2.466666666666667,"A passionate affair between a married woman and a minister in a strict Puritan community leads to a scandalous secret and a powerful exploration of love, guilt, and redemption."
171,Showgirls (1995),Drama,2.0506912442396312,A young woman with dreams of stardom navigates the dark and seductive world of Las Vegas showgirls.
172,Smoke (1995),Drama,3.755868544600939,A group of diverse characters in Brooklyn find solace and connection in a smoke shop.
173,Something to Talk About (1995),Comedy|Drama|Romance,2.841463414634146,A woman discovers her husband's infidelity and embarks on a journey of self-discovery and empowerment.
174,Species (1995),Horror|Sci-Fi,2.8236363636363637,A team of scientists must stop a deadly alien species from mating with humans and taking over the world.
175,"Stars Fell on Henrietta, The (1995)",Drama,3.0588235294117645,"A determined oil prospector strikes gold in a small Texas town, changing the lives of its residents forever."
176,Strange Days (1995),Action|Crime|Sci-Fi,3.2958677685950413,A former cop turned street hustler gets caught up in a dangerous conspiracy involving virtual reality recordings.
177,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,3.8119658119658117,A young couple's love is tested when they are separated by war and forced to make difficult choices.
178,Three Wishes (1995),Drama,2.6363636363636362,A young boy's magical encounter with a mysterious drifter brings unexpected joy and hope to his family.
179,Total Eclipse (1995),Drama|Romance,2.5,A passionate and tumultuous love affair between two renowned poets unfolds amidst the backdrop of 19th century France.
180,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.0541871921182264,"Three drag queens embark on a road trip, spreading love and acceptance while facing their own personal challenges."
181,Under Siege 2: Dark Territory (1995),Action,2.9211822660098523,A former Navy SEAL must stop a group of terrorists from using a hijacked train to launch a satellite weapon.
182,Unstrung Heroes (1995),Comedy|Drama,3.611764705882353,A young boy finds solace in the eccentricities of his unorthodox relatives after his mother falls ill.
183,Unzipped (1995),Documentary,3.6707317073170733,A behind-the-scenes look at the world of fashion through the eyes of designer Isaac Mizrahi.
184,"Walk in the Clouds, A (1995)",Drama|Romance,3.132420091324201,A passionate affair unfolds amidst the breathtaking vineyards of Napa Valley.
185,Waterworld (1995),Action|Adventure,2.6313364055299537,"In a post-apocalyptic world covered by water, a lone drifter becomes the unexpected savior of a young girl with a map to dry land."
186,White Man's Burden (1995),Drama,2.4615384615384617,"A thought-provoking drama that explores a world where racial roles are reversed, challenging societal norms and prejudices."
187,Wild Bill (1995),Western,3.1463414634146343,"A former criminal returns to his hometown to reconnect with his estranged family, but finds himself caught up in a web of violence and redemption."
188,"Browning Version, The (1994)",Drama,3.5588235294117645,A disillusioned teacher finds redemption and self-discovery through an unexpected act of kindness.
189,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,4.056910569105691,A former Soviet officer's idyllic family life is shattered when a mysterious guest arrives at their countryside home.
190,Before the Rain (Pred dozhdot) (1994),Drama,4.25,"A powerful and thought-provoking exploration of love, war, and the cycle of violence."
191,Before Sunrise (1995),Drama|Romance,3.80625,"Two strangers meet on a train and spend a magical night exploring Vienna, forming a deep connection that will leave you longing for more."
192,Billy Madison (1995),Comedy,3.183098591549296,A man must repeat grades 1-12 in order to inherit his father's company.
193,"Babysitter, The (1995)",Drama|Thriller,2.625,A teenage boy discovers his babysitter is part of a satanic cult and must survive the night.
194,Boys on the Side (1995),Comedy|Drama,3.128205128205128,"Three women embark on a life-changing road trip filled with friendship, love, and self-discovery."
195,"Cure, The (1995)",Drama,3.1818181818181817,"A detective investigates a series of mysterious murders that seem to be connected to a hypnotic technique called ""Cure."""
196,Castle Freak (1995),Horror,1.8214285714285714,A family's vacation turns into a nightmare when they discover the horrifying secrets of the castle they are staying in.
197,Circle of Friends (1995),Drama|Romance,3.547112462006079,"A group of friends navigate love, friendship, and societal expectations in 1950s Ireland."
198,Clerks (1994),Comedy,3.946883852691218,"A day in the life of two store clerks, filled with hilarious and relatable encounters, offers a unique and entertaining perspective on the mundane."
199,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.3911917098445596,A young man believes he is the legendary lover Don Juan and seeks therapy from a psychiatrist who becomes captivated by his romantic tales.
200,Disclosure (1994),Drama|Thriller,3.173228346456693,A high-stakes game of power and manipulation unfolds when a successful executive becomes the target of sexual harassment by his new female boss.
201,Drop Zone (1994),Action,2.6744186046511627,A U.S. Marshal teams up with a skydiving instructor to catch a group of dangerous criminals in a high-flying action thriller.
202,Death and the Maiden (1994),Drama|Thriller,3.5,A woman seeks justice and revenge when she believes she has found the man who tortured her years ago.
203,Dolores Claiborne (1994),Drama|Thriller,3.4527220630372493,A woman's dark past resurfaces when she is accused of murdering her wealthy employer.
