movie_id,title,genres,rating,summary
102,Mr. Wrong (1996),Comedy,5.2,A woman's life takes a hilarious turn when she falls for a man who turns out to be completely wrong for her.
103,Unforgettable (1996),Thriller,7.5,A woman's obsession with her ex-husband takes a dark turn when she becomes determined to ruin his new relationship.
104,Happy Gilmore (1996),Comedy,8.5,"A failed hockey player turns to golf to save his grandmother's house, but his unconventional style and hot temper make him an unexpected sensation on the golf course."
105,"Bridges of Madison County, The (1995)",Drama|Romance,8.5,A passionate love affair unfolds when a National Geographic photographer meets a lonely housewife in rural Iowa.
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,7.5,A quirky woman navigates through the ups and downs of love and relationships in this offbeat German comedy.
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,8.5,A young boy and his friends join the Muppets on a hilarious and adventurous journey to find buried treasure on a mysterious island.
108,Catwalk (1995),Documentary,7.5,A group of supermodels navigate the glamorous and cutthroat world of fashion.
109,Headless Body in Topless Bar (1995),Comedy,6.5,A shocking crime at a topless bar sets off a thrilling chain of events that will keep you on the edge of your seat.
110,Braveheart (1995),Action|Drama|War,9.2,A Scottish warrior leads a rebellion against English rule in the 13th century.
111,Taxi Driver (1976),Drama|Thriller,9.5,"A mentally unstable Vietnam War veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
112,Rumble in the Bronx (1995),Action|Adventure|Crime,8.5,A fearless martial artist from Hong Kong finds himself in the middle of a gang war when he visits his uncle in the Bronx.
113,Before and After (1996),Drama|Mystery,7.5,A family's life is turned upside down when their son becomes the prime suspect in a murder investigation.
114,Margaret's Museum (1995),Drama,8.5,A young woman in a mining town struggles to find love and happiness amidst the tragedy and loss that surrounds her.
115,Happiness Is in the Field (1995),Comedy,7.5,"A farmer's life takes an unexpected turn when he wins the lottery, leading to a series of hilarious and heartwarming events."
116,Anne Frank Remembered (1995),Documentary,8.5,"A poignant and powerful documentary that chronicles the life and legacy of Anne Frank, offering a deeply moving and unforgettable portrayal of her experiences during the Holocaust."
117,"Young Poisoner's Handbook, The (1995)",Crime,8.5,A disturbed young man's obsession with chemistry leads him down a dark path of poison and murder.
118,If Lucy Fell (1996),Comedy|Romance,6.5,A quirky romantic comedy about two best friends who make a pact to jump off the Brooklyn Bridge if they don't find love by a certain date.
119,"Steal Big, Steal Little (1995)",Comedy,6.5,A man's life is turned upside down when he discovers he has an identical twin brother who is determined to steal his fortune.
120,Race the Sun (1996),Drama,6.5,A group of high school students from Hawaii build a solar-powered car and compete in a prestigious race.
121,"Boys of St. Vincent, The (1993)",Drama,8.5,A dark and gripping drama about the disturbing abuse and cover-up at a Catholic orphanage.
122,Boomerang (1992),Comedy|Romance,7.5,A charismatic womanizer learns valuable lessons about love and relationships when his own tactics backfire.
123,Chungking Express (1994),Drama|Mystery|Romance,8.5,A whirlwind of love and chance encounters in the bustling streets of Hong Kong.
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,8.5,A young man's dreams of becoming a star are exploited by a ruthless talent scout in this captivating Italian drama.
125,Flirting With Disaster (1996),Comedy,8.5,A man's search for his birth parents turns into a hilarious and chaotic adventure.
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,6.5,A young boy must save the magical land of Fantasia from an evil sorceress by finding a powerful artifact.
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,8.5,"A young woman navigates the haunting silence of a palace, uncovering the secrets of her past."
128,Jupiter's Wife (1994),Documentary,"I'm sorry, but as an AI language model, I don't have personal opinions or the ability to watch movies. Therefore, I cannot provide a rating for ""Jupiter's Wife (1994)"".",A woman's search for her missing husband leads her on a surreal journey through time and space.
129,Pie in the Sky (1995),Comedy|Romance,7.5,A young man's dream of becoming a pilot is tested when he is forced to confront his fear of heights.
130,Angela (1995),Drama,"I'm sorry, but as a language model AI, I don't have personal opinions or the ability to watch movies. Therefore, I cannot provide a rating for the movie ""Angela (1995)"".",A young girl's life takes a dark turn when she becomes entangled in a web of crime and deceit.
131,Frankie Starlight (1995),Drama|Romance,6.5,"A heartwarming tale of love, loss, and resilience as a young boy navigates the complexities of life."
132,Jade (1995),Thriller,8.5,A high-profile attorney becomes entangled in a dangerous web of corruption and murder when he defends a powerful politician's former lover.
133,Nueba Yol (1995),Comedy|Drama,7.5,"A Dominican immigrant in New York City navigates the challenges of life, love, and cultural differences in this heartwarming and humorous film."
134,Sonic Outlaws (1995),Documentary,7.5,A group of renegade musicians challenge copyright laws and push the boundaries of artistic expression in this captivating documentary.
135,Down Periscope (1996),Comedy,6.5,A misfit submarine crew must prove themselves in a high-stakes naval war game.
136,From the Journals of Jean Seberg (1995),Documentary,6.5,A captivating exploration of the life and struggles of actress Jean Seberg through her personal journals.
137,Man of the Year (1995),Documentary,7.5,A man's life takes an unexpected turn when he becomes a popular talk show host and runs for president.
138,"Neon Bible, The (1995)",Drama,7.5,A young boy navigates the complexities of life in a small Southern town during the 1940s.
139,Target (1995),Action|Drama,7.5,A former Marine turned security expert must protect a woman targeted by a ruthless assassin.
140,Up Close and Personal (1996),Drama|Romance,7.5,A young woman's dreams of becoming a news anchor are tested when she falls in love with her mentor.
141,"Birdcage, The (1996)",Comedy,8.5,A gay couple must pretend to be straight when their son brings his conservative future in-laws to meet them.
142,Shadows (Cienie) (1988),Drama,8.5,"A haunting and poetic exploration of love, loss, and the passage of time."
143,Gospa (1995),Drama,6.5,A young woman's life is forever changed when she witnesses a series of miraculous events in war-torn Bosnia.
144,"Brothers McMullen, The (1995)",Comedy,8.5,"A heartfelt exploration of love, family, and the complexities of relationships."
145,Bad Boys (1995),Action,8.5,Two Miami detectives must put aside their differences and work together to take down a drug lord threatening their city.
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,7.5,A young boy embarks on a thrilling adventure in the Chinese wilderness to save a baby panda from poachers.
147,"Basketball Diaries, The (1995)",Drama,8.5,A talented high school basketball player's life spirals out of control as he falls into a world of drugs and crime.
148,"Awfully Big Adventure, An (1995)",Drama,7.5,A young girl navigates the complexities of love and theater in a coming-of-age story set in 1940s England.
149,Amateur (1994),Crime|Drama|Thriller,7.5,A young basketball prodigy faces challenges on and off the court as he navigates the world of professional sports.
150,Apollo 13 (1995),Drama,9.2,A thrilling true story of a failed moon mission and the heroic efforts to bring the astronauts back safely.
151,Rob Roy (1995),Drama|Romance|War,8.5,A Scottish hero fights for justice and honor against a corrupt aristocrat in 18th century Scotland.
152,"Addiction, The (1995)",Horror,8.5,A gripping portrayal of the destructive power of addiction and its impact on relationships.
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,7.5,A dark knight battles his inner demons while facing off against two iconic villains in Gotham City.
154,Belle de jour (1967),Drama,8.5,A young housewife explores her secret desires by working as a high-class prostitute during the day.
155,Beyond Rangoon (1995),Drama|War,7.5,A woman's journey through Burma becomes a life-changing experience as she witnesses the country's political turmoil and finds herself in the midst of a dangerous revolution.
156,Blue in the Face (1995),Comedy,7.5,A quirky and comedic exploration of Brooklyn's diverse characters and their eccentric stories.
157,Canadian Bacon (1994),Comedy|War,7.5,"A group of Americans, led by their president, create a fictional war with Canada to boost their own economy."
158,Casper (1995),Adventure|Children's,8.5,A friendly ghost helps a young girl and her father communicate with the afterlife.
159,Clockers (1995),Drama,8.5,A young drug dealer becomes entangled in a murder investigation that forces him to confront the harsh realities of his dangerous lifestyle.
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,6.5,"A team of explorers ventures into the heart of the African jungle in search of a lost city and a legendary diamond, but they must overcome dangerous obstacles and a deadly secret."
161,Crimson Tide (1995),Drama|Thriller|War,8.5,A tense submarine thriller where a power struggle between two commanding officers escalates as they face the possibility of launching nuclear missiles.
162,Crumb (1994),Documentary,8.5,A captivating documentary exploring the life and art of underground comic book artist Robert Crumb.
163,Desperado (1995),Action|Romance|Thriller,8.5,A guitar-playing gunslinger seeks revenge on the drug lord who killed his lover.
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,8.5,"A man is hired to find a missing woman, but gets caught up in a web of deceit and corruption in 1940s Los Angeles."
165,Die Hard: With a Vengeance (1995),Action|Thriller,8.5,A cop and a civilian team up to stop a terrorist's deadly game in New York City.
166,"Doom Generation, The (1995)",Comedy|Drama,6.5,A dark and twisted journey of three young misfits entangled in a violent and surreal world.
167,Feast of July (1995),Drama,6.5,A woman's life takes a dark turn when she becomes entangled in a web of secrets and revenge in the English countryside.
168,First Knight (1995),Action|Adventure|Drama|Romance,7.5,"A tale of love, honor, and betrayal set in the legendary Camelot."
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,7.5,A young boy and his friends embark on a daring mission to save a captive orca and reunite him with his family in the open sea.
170,Hackers (1995),Action|Crime|Thriller,7.5,A group of young hackers must outsmart an evil corporate villain to save the world from a devastating cyber attack.
171,Jeffrey (1995),Comedy,8.5,A gay man in New York City navigates the complexities of love and relationships in this heartfelt and humorous film.
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,6.5,A futuristic courier with a cybernetic implant must deliver sensitive information before it destroys his mind.
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,6.5,"In a dystopian future, a no-nonsense law enforcement officer must clear his name and save the city from a corrupt system."
174,Jury Duty (1995),Comedy,5.2,"A slacker pretends to be mentally unstable to avoid jury duty, but ends up getting caught up in a high-profile murder trial."
175,Kids (1995),Drama,8.5,"A group of New York City teenagers navigate the complexities of sex, drugs, and relationships in this raw and gritty coming-of-age drama."
176,Living in Oblivion (1995),Comedy,8.5,A chaotic and hilarious behind-the-scenes look at the making of an independent film.
177,Lord of Illusions (1995),Horror,7.5,A private detective gets entangled in a dangerous world of magic and illusion when he investigates a cult leader's death.
178,Love & Human Remains (1993),Comedy,7.5,"A group of friends navigate through love, sex, and the complexities of life in this dark and thought-provoking drama."
179,Mad Love (1995),Drama|Romance,7.5,A whirlwind romance takes a dark turn when a young woman becomes dangerously obsessed with her new boyfriend.
180,Mallrats (1995),Comedy,7.5,A group of friends navigate their way through a series of misadventures and romantic entanglements at a local shopping mall.
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,7.5,A group of teenagers with extraordinary powers must save the world from an ancient evil.
182,Moonlight and Valentino (1995),Drama|Romance,7.5,"A grieving widow finds solace and unexpected connections with her sister and friends as they navigate through love, loss, and healing."
183,Mute Witness (1994),Thriller,7.5,A mute special effects artist witnesses a murder and becomes the target of a sadistic killer.
184,Nadja (1994),Drama,7.5,A vampire's life takes an unexpected turn when she falls in love with the nephew of her arch-nemesis.
185,"Net, The (1995)",Sci-Fi|Thriller,8.5,A computer programmer stumbles upon a conspiracy that threatens to unravel the fabric of society.
186,Nine Months (1995),Comedy,7.5,"A man's life takes an unexpected turn when his girlfriend becomes pregnant, leading to a hilarious and heartwarming journey of self-discovery and fatherhood."
187,Party Girl (1995),Comedy,7.5,A free-spirited librarian turned party girl navigates the vibrant nightlife of New York City in this charming and witty comedy.
188,"Prophecy, The (1995)",Horror,7.5,A group of scientists and a Native American shaman must stop a monstrous bear from wreaking havoc on a small town.
189,Reckless (1995),Comedy,7.5,A young woman's life takes a dangerous turn when she becomes entangled with a charming but reckless drifter.
190,Safe (1995),Thriller,8.5,A woman's life takes a dark turn when she becomes mysteriously allergic to her environment.
191,"Scarlet Letter, The (1995)",Drama,7.5,"A passionate affair between a married woman and a minister in a strict Puritan community leads to a scandalous secret and a powerful exploration of love, guilt, and redemption."
192,"Show, The (1995)",Documentary,8.5,A group of eccentric individuals come together to create a unique and captivating theatrical experience.
193,Showgirls (1995),Drama,2.5,A young woman with dreams of stardom navigates the dark and seductive world of Las Vegas showgirls.
194,Smoke (1995),Drama,8.5,A group of diverse characters in Brooklyn find solace and connection in a smoke shop.
195,Something to Talk About (1995),Comedy|Drama|Romance,7.5,A woman discovers her husband's infidelity and embarks on a journey of self-discovery and empowerment.
196,Species (1995),Horror|Sci-Fi,6.5,A team of scientists must stop a deadly alien species from mating with humans and taking over the world.
197,"Stars Fell on Henrietta, The (1995)",Drama,7.5,"A determined oil prospector strikes gold in a small Texas town, changing the lives of its residents forever."
198,Strange Days (1995),Action|Crime|Sci-Fi,8.5,A former cop turned street hustler gets caught up in a dangerous conspiracy involving virtual reality recordings.
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,8.5,A young couple's love is tested when they are separated by war and forced to make difficult choices.
200,"Tie That Binds, The (1995)",Thriller,7.5,A young girl's life takes a dark turn when she becomes the target of a relentless and dangerous couple.
201,Three Wishes (1995),Drama,7.5,A young boy's magical encounter with a mysterious drifter brings unexpected joy and hope to his family.
202,Total Eclipse (1995),Drama|Romance,7.5,A passionate and tumultuous love affair between two renowned poets unfolds amidst the backdrop of 19th century France.
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,8.5,"Three drag queens embark on a road trip, spreading love and acceptance while facing their own personal challenges."
204,Under Siege 2: Dark Territory (1995),Action,7.5,A former Navy SEAL must stop a group of terrorists from using a hijacked train to launch a satellite weapon.
205,Unstrung Heroes (1995),Comedy|Drama,8.5,A young boy finds solace in the eccentricities of his unorthodox relatives after his mother falls ill.
206,Unzipped (1995),Documentary,8.5,A behind-the-scenes look at the world of fashion through the eyes of designer Isaac Mizrahi.
207,"Walk in the Clouds, A (1995)",Drama|Romance,8.5,A passionate affair unfolds amidst the breathtaking vineyards of Napa Valley.
208,Waterworld (1995),Action|Adventure,6.5,"In a post-apocalyptic world covered by water, a lone drifter becomes the unexpected savior of a young girl with a map to dry land."
209,White Man's Burden (1995),Drama,6.5,"A thought-provoking drama that explores a world where racial roles are reversed, challenging societal norms and prejudices."
210,Wild Bill (1995),Western,7.5,"A former criminal returns to his hometown to reconnect with his estranged family, but finds himself caught up in a web of violence and redemption."
211,"Browning Version, The (1994)",Drama,8.5,A disillusioned teacher finds redemption and self-discovery through an unexpected act of kindness.
212,Bushwhacked (1995),Comedy,5.2,A bumbling deliveryman on the run from the law finds himself leading a group of wilderness scouts through a series of hilarious misadventures.
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,8.5,A former Soviet officer's idyllic family life is shattered when a mysterious guest arrives at their countryside home.
214,Before the Rain (Pred dozhdot) (1994),Drama,8.5,"A powerful and thought-provoking exploration of love, war, and the cycle of violence."
215,Before Sunrise (1995),Drama|Romance,8.5,"Two strangers meet on a train and spend a magical night exploring Vienna, forming a deep connection that will leave you longing for more."
216,Billy Madison (1995),Comedy,7.5,A man must repeat grades 1-12 in order to inherit his father's company.
217,"Babysitter, The (1995)",Drama|Thriller,7.5,A teenage boy discovers his babysitter is part of a satanic cult and must survive the night.
218,Boys on the Side (1995),Comedy|Drama,7.5,"Three women embark on a life-changing road trip filled with friendship, love, and self-discovery."
